ticker,index,industry
360ONE.NS,Nifty 500,Financial Services
3MINDIA.NS,Nifty 500,Diversified
ABB.NS,Nifty 500,Capital Goods
ACC.NS,Nifty 500,Construction Materials
ACMESOLAR.NS,Nifty 500,Power
AIAENG.NS,Nifty 500,Capital Goods
APLAPOLLO.NS,Nifty 500,Capital Goods
AUBANK.NS,Nifty 500,Financial Services
AWL.NS,Nifty 500,Fast Moving Consumer Goods
AADHARHFC.NS,Nifty 500,Financial Services
AARTIIND.NS,Nifty 500,Chemicals
AAVAS.NS,Nifty 500,Financial Services
ABBOTINDIA.NS,Nifty 500,Healthcare
ACE.NS,Nifty 500,Capital Goods
ACUTAAS.NS,Nifty 500,Healthcare
ADANIENSOL.NS,Nifty 500,Power
ADANIENT.NS,Nifty 500,Metals & Mining
ADANIGREEN.NS,Nifty 500,Power
ADANIPORTS.NS,Nifty 500,Services
ADANIPOWER.NS,Nifty 500,Power
ATGL.NS,Nifty 500,Oil Gas & Consumable Fuels
ABCAPITAL.NS,Nifty 500,Financial Services
ABFRL.NS,Nifty 500,Consumer Services
ABLBL.NS,Nifty 500,Consumer Services
ABREL.NS,Nifty 500,Realty
ABSLAMC.NS,Nifty 500,Financial Services
CPPLUS.NS,Nifty 500,Capital Goods
AEGISLOG.NS,Nifty 500,Oil Gas & Consumable Fuels
AEGISVOPAK.NS,Nifty 500,Oil Gas & Consumable Fuels
AFCONS.NS,Nifty 500,Construction
AFFLE.NS,Nifty 500,Information Technology
AJANTPHARM.NS,Nifty 500,Healthcare
ALKEM.NS,Nifty 500,Healthcare
ABDL.NS,Nifty 500,Fast Moving Consumer Goods
ARE&M.NS,Nifty 500,Automobile and Auto Components
AMBER.NS,Nifty 500,Consumer Durables
AMBUJACEM.NS,Nifty 500,Construction Materials
ANANDRATHI.NS,Nifty 500,Financial Services
ANANTRAJ.NS,Nifty 500,Realty
ANGELONE.NS,Nifty 500,Financial Services
ANTHEM.NS,Nifty 500,Healthcare
ANURAS.NS,Nifty 500,Chemicals
APARINDS.NS,Nifty 500,Capital Goods
APOLLOHOSP.NS,Nifty 500,Healthcare
APOLLOTYRE.NS,Nifty 500,Automobile and Auto Components
APTUS.NS,Nifty 500,Financial Services
ASAHIINDIA.NS,Nifty 500,Automobile and Auto Components
ASHOKLEY.NS,Nifty 500,Capital Goods
ASIANPAINT.NS,Nifty 500,Consumer Durables
ASTERDM.NS,Nifty 500,Healthcare
ASTRAL.NS,Nifty 500,Capital Goods
ATHERENERG.NS,Nifty 500,Automobile and Auto Components
ATUL.NS,Nifty 500,Chemicals
AUROPHARMA.NS,Nifty 500,Healthcare
AIIL.NS,Nifty 500,Financial Services
DMART.NS,Nifty 500,Consumer Services
AXISBANK.NS,Nifty 500,Financial Services
BEML.NS,Nifty 500,Capital Goods
BLS.NS,Nifty 500,Consumer Services
BSE.NS,Nifty 500,Financial Services
BAJAJ-AUTO.NS,Nifty 500,Automobile and Auto Components
BAJFINANCE.NS,Nifty 500,Financial Services
BAJAJFINSV.NS,Nifty 500,Financial Services
BAJAJHLDNG.NS,Nifty 500,Financial Services
BAJAJHFL.NS,Nifty 500,Financial Services
BALKRISIND.NS,Nifty 500,Automobile and Auto Components
BALRAMCHIN.NS,Nifty 500,Fast Moving Consumer Goods
BANDHANBNK.NS,Nifty 500,Financial Services
BANKBARODA.NS,Nifty 500,Financial Services
BANKINDIA.NS,Nifty 500,Financial Services
MAHABANK.NS,Nifty 500,Financial Services
BATAINDIA.NS,Nifty 500,Consumer Durables
BAYERCROP.NS,Nifty 500,Chemicals
BELRISE.NS,Nifty 500,Automobile and Auto Components
BERGEPAINT.NS,Nifty 500,Consumer Durables
BDL.NS,Nifty 500,Capital Goods
BEL.NS,Nifty 500,Capital Goods
BHARATFORG.NS,Nifty 500,Automobile and Auto Components
BHEL.NS,Nifty 500,Capital Goods
BPCL.NS,Nifty 500,Oil Gas & Consumable Fuels
BHARTIARTL.NS,Nifty 500,Telecommunication
BHARTIHEXA.NS,Nifty 500,Telecommunication
BIKAJI.NS,Nifty 500,Fast Moving Consumer Goods
GROWW.NS,Nifty 500,Financial Services
BIOCON.NS,Nifty 500,Healthcare
BSOFT.NS,Nifty 500,Information Technology
BLUEDART.NS,Nifty 500,Services
BLUEJET.NS,Nifty 500,Healthcare
BLUESTARCO.NS,Nifty 500,Consumer Durables
BBTC.NS,Nifty 500,Fast Moving Consumer Goods
BOSCHLTD.NS,Nifty 500,Automobile and Auto Components
FIRSTCRY.NS,Nifty 500,Consumer Services
BRIGADE.NS,Nifty 500,Realty
BRITANNIA.NS,Nifty 500,Fast Moving Consumer Goods
MAPMYINDIA.NS,Nifty 500,Information Technology
CCL.NS,Nifty 500,Fast Moving Consumer Goods
CESC.NS,Nifty 500,Power
CGPOWER.NS,Nifty 500,Capital Goods
CIEINDIA.NS,Nifty 500,Automobile and Auto Components
CRISIL.NS,Nifty 500,Financial Services
CANFINHOME.NS,Nifty 500,Financial Services
CANBK.NS,Nifty 500,Financial Services
CANHLIFE.NS,Nifty 500,Financial Services
CAPLIPOINT.NS,Nifty 500,Healthcare
CGCL.NS,Nifty 500,Financial Services
CARBORUNIV.NS,Nifty 500,Capital Goods
CARTRADE.NS,Nifty 500,Consumer Services
CASTROLIND.NS,Nifty 500,Oil Gas & Consumable Fuels
CEATLTD.NS,Nifty 500,Automobile and Auto Components
CEMPRO.NS,Nifty 500,Construction
CENTRALBK.NS,Nifty 500,Financial Services
CDSL.NS,Nifty 500,Financial Services
CHALET.NS,Nifty 500,Consumer Services
CHAMBLFERT.NS,Nifty 500,Chemicals
CHENNPETRO.NS,Nifty 500,Oil Gas & Consumable Fuels
CHOICEIN.NS,Nifty 500,Financial Services
CHOLAHLDNG.NS,Nifty 500,Financial Services
CHOLAFIN.NS,Nifty 500,Financial Services
CIPLA.NS,Nifty 500,Healthcare
CUB.NS,Nifty 500,Financial Services
CLEAN.NS,Nifty 500,Chemicals
COALINDIA.NS,Nifty 500,Oil Gas & Consumable Fuels
COCHINSHIP.NS,Nifty 500,Capital Goods
COFORGE.NS,Nifty 500,Information Technology
COHANCE.NS,Nifty 500,Healthcare
COLPAL.NS,Nifty 500,Fast Moving Consumer Goods
CAMS.NS,Nifty 500,Financial Services
CONCORDBIO.NS,Nifty 500,Healthcare
CONCOR.NS,Nifty 500,Services
COROMANDEL.NS,Nifty 500,Chemicals
CRAFTSMAN.NS,Nifty 500,Automobile and Auto Components
CREDITACC.NS,Nifty 500,Financial Services
CROMPTON.NS,Nifty 500,Consumer Durables
CUMMINSIND.NS,Nifty 500,Capital Goods
CYIENT.NS,Nifty 500,Information Technology
DCMSHRIRAM.NS,Nifty 500,Diversified
DLF.NS,Nifty 500,Realty
DOMS.NS,Nifty 500,Fast Moving Consumer Goods
DABUR.NS,Nifty 500,Fast Moving Consumer Goods
DALBHARAT.NS,Nifty 500,Construction Materials
DATAPATTNS.NS,Nifty 500,Capital Goods
DEEPAKFERT.NS,Nifty 500,Chemicals
DEEPAKNTR.NS,Nifty 500,Chemicals
DELHIVERY.NS,Nifty 500,Services
DEVYANI.NS,Nifty 500,Consumer Services
DIVISLAB.NS,Nifty 500,Healthcare
DIXON.NS,Nifty 500,Consumer Durables
LALPATHLAB.NS,Nifty 500,Healthcare
DRREDDY.NS,Nifty 500,Healthcare
EIDPARRY.NS,Nifty 500,Fast Moving Consumer Goods
EIHOTEL.NS,Nifty 500,Consumer Services
EICHERMOT.NS,Nifty 500,Automobile and Auto Components
ELECON.NS,Nifty 500,Capital Goods
ELGIEQUIP.NS,Nifty 500,Capital Goods
EMAMILTD.NS,Nifty 500,Fast Moving Consumer Goods
EMCURE.NS,Nifty 500,Healthcare
EMMVEE.NS,Nifty 500,Capital Goods
ENDURANCE.NS,Nifty 500,Automobile and Auto Components
ENGINERSIN.NS,Nifty 500,Construction
ERIS.NS,Nifty 500,Healthcare
ESCORTS.NS,Nifty 500,Capital Goods
ETERNAL.NS,Nifty 500,Consumer Services
EXIDEIND.NS,Nifty 500,Automobile and Auto Components
NYKAA.NS,Nifty 500,Consumer Services
FEDERALBNK.NS,Nifty 500,Financial Services
FACT.NS,Nifty 500,Chemicals
FINCABLES.NS,Nifty 500,Capital Goods
FSL.NS,Nifty 500,Services
FIVESTAR.NS,Nifty 500,Financial Services
FORCEMOT.NS,Nifty 500,Automobile and Auto Components
FORTIS.NS,Nifty 500,Healthcare
GAIL.NS,Nifty 500,Oil Gas & Consumable Fuels
GVT&D.NS,Nifty 500,Capital Goods
GMRAIRPORT.NS,Nifty 500,Services
GABRIEL.NS,Nifty 500,Automobile and Auto Components
GALLANTT.NS,Nifty 500,Capital Goods
GRSE.NS,Nifty 500,Capital Goods
GICRE.NS,Nifty 500,Financial Services
GILLETTE.NS,Nifty 500,Fast Moving Consumer Goods
GLAND.NS,Nifty 500,Healthcare
GLAXO.NS,Nifty 500,Healthcare
GLENMARK.NS,Nifty 500,Healthcare
MEDANTA.NS,Nifty 500,Healthcare
GODIGIT.NS,Nifty 500,Financial Services
GPIL.NS,Nifty 500,Capital Goods
GODFRYPHLP.NS,Nifty 500,Fast Moving Consumer Goods
GODREJCP.NS,Nifty 500,Fast Moving Consumer Goods
GODREJIND.NS,Nifty 500,Diversified
GODREJPROP.NS,Nifty 500,Realty
GRANULES.NS,Nifty 500,Healthcare
GRAPHITE.NS,Nifty 500,Capital Goods
GRASIM.NS,Nifty 500,Construction Materials
GRAVITA.NS,Nifty 500,Metals & Mining
GESHIP.NS,Nifty 500,Services
FLUOROCHEM.NS,Nifty 500,Chemicals
GMDCLTD.NS,Nifty 500,Metals & Mining
HEG.NS,Nifty 500,Capital Goods
HBLENGINE.NS,Nifty 500,Capital Goods
HCLTECH.NS,Nifty 500,Information Technology
HDBFS.NS,Nifty 500,Financial Services
HDFCAMC.NS,Nifty 500,Financial Services
HDFCBANK.NS,Nifty 500,Financial Services
HDFCLIFE.NS,Nifty 500,Financial Services
HFCL.NS,Nifty 500,Telecommunication
HAVELLS.NS,Nifty 500,Consumer Durables
HEROMOTOCO.NS,Nifty 500,Automobile and Auto Components
HEXT.NS,Nifty 500,Information Technology
HSCL.NS,Nifty 500,Chemicals
HINDALCO.NS,Nifty 500,Metals & Mining
HAL.NS,Nifty 500,Capital Goods
HINDCOPPER.NS,Nifty 500,Metals & Mining
HINDPETRO.NS,Nifty 500,Oil Gas & Consumable Fuels
HINDUNILVR.NS,Nifty 500,Fast Moving Consumer Goods
HINDZINC.NS,Nifty 500,Metals & Mining
POWERINDIA.NS,Nifty 500,Capital Goods
HOMEFIRST.NS,Nifty 500,Financial Services
HONASA.NS,Nifty 500,Fast Moving Consumer Goods
HONAUT.NS,Nifty 500,Capital Goods
HUDCO.NS,Nifty 500,Financial Services
HYUNDAI.NS,Nifty 500,Automobile and Auto Components
ICICIBANK.NS,Nifty 500,Financial Services
ICICIGI.NS,Nifty 500,Financial Services
ICICIAMC.NS,Nifty 500,Financial Services
ICICIPRULI.NS,Nifty 500,Financial Services
IDBI.NS,Nifty 500,Financial Services
IDFCFIRSTB.NS,Nifty 500,Financial Services
IFCI.NS,Nifty 500,Financial Services
IIFL.NS,Nifty 500,Financial Services
IRB.NS,Nifty 500,Construction
IRCON.NS,Nifty 500,Construction
ITCHOTELS.NS,Nifty 500,Consumer Services
ITC.NS,Nifty 500,Fast Moving Consumer Goods
ITI.NS,Nifty 500,Telecommunication
INDGN.NS,Nifty 500,Healthcare
INDIACEM.NS,Nifty 500,Construction Materials
INDIAMART.NS,Nifty 500,Consumer Services
INDIANB.NS,Nifty 500,Financial Services
IEX.NS,Nifty 500,Financial Services
INDHOTEL.NS,Nifty 500,Consumer Services
IOC.NS,Nifty 500,Oil Gas & Consumable Fuels
IOB.NS,Nifty 500,Financial Services
IRCTC.NS,Nifty 500,Consumer Services
IRFC.NS,Nifty 500,Financial Services
IREDA.NS,Nifty 500,Financial Services
IGL.NS,Nifty 500,Oil Gas & Consumable Fuels
INDUSTOWER.NS,Nifty 500,Telecommunication
INDUSINDBK.NS,Nifty 500,Financial Services
NAUKRI.NS,Nifty 500,Consumer Services
INFY.NS,Nifty 500,Information Technology
INOXWIND.NS,Nifty 500,Capital Goods
INTELLECT.NS,Nifty 500,Information Technology
INDIGO.NS,Nifty 500,Services
IGIL.NS,Nifty 500,Services
IKS.NS,Nifty 500,Information Technology
IPCALAB.NS,Nifty 500,Healthcare
JKCEMENT.NS,Nifty 500,Construction Materials
JBMA.NS,Nifty 500,Automobile and Auto Components
JKTYRE.NS,Nifty 500,Automobile and Auto Components
JMFINANCIL.NS,Nifty 500,Financial Services
JSWCEMENT.NS,Nifty 500,Construction Materials
JSWDULUX.NS,Nifty 500,Consumer Durables
JSWENERGY.NS,Nifty 500,Power
JSWINFRA.NS,Nifty 500,Services
JSWSTEEL.NS,Nifty 500,Metals & Mining
JAINREC.NS,Nifty 500,Metals & Mining
JPPOWER.NS,Nifty 500,Power
J&KBANK.NS,Nifty 500,Financial Services
JINDALSAW.NS,Nifty 500,Capital Goods
JSL.NS,Nifty 500,Metals & Mining
JINDALSTEL.NS,Nifty 500,Metals & Mining
JIOFIN.NS,Nifty 500,Financial Services
JUBLFOOD.NS,Nifty 500,Consumer Services
JUBLINGREA.NS,Nifty 500,Chemicals
JUBLPHARMA.NS,Nifty 500,Healthcare
JWL.NS,Nifty 500,Capital Goods
JYOTICNC.NS,Nifty 500,Capital Goods
KPRMILL.NS,Nifty 500,Textiles
KEI.NS,Nifty 500,Capital Goods
KPITTECH.NS,Nifty 500,Information Technology
KAJARIACER.NS,Nifty 500,Consumer Durables
KPIL.NS,Nifty 500,Construction
KALYANKJIL.NS,Nifty 500,Consumer Durables
KARURVYSYA.NS,Nifty 500,Financial Services
KAYNES.NS,Nifty 500,Capital Goods
KEC.NS,Nifty 500,Construction
KFINTECH.NS,Nifty 500,Financial Services
KIRLOSENG.NS,Nifty 500,Capital Goods
KOTAKBANK.NS,Nifty 500,Financial Services
KIMS.NS,Nifty 500,Healthcare
LTF.NS,Nifty 500,Financial Services
LTTS.NS,Nifty 500,Information Technology
LGEINDIA.NS,Nifty 500,Consumer Durables
LICHSGFIN.NS,Nifty 500,Financial Services
LTFOODS.NS,Nifty 500,Fast Moving Consumer Goods
LTM.NS,Nifty 500,Information Technology
LT.NS,Nifty 500,Construction
LATENTVIEW.NS,Nifty 500,Information Technology
LAURUSLABS.NS,Nifty 500,Healthcare
THELEELA.NS,Nifty 500,Consumer Services
LEMONTREE.NS,Nifty 500,Consumer Services
LENSKART.NS,Nifty 500,Consumer Services
LICI.NS,Nifty 500,Financial Services
LINDEINDIA.NS,Nifty 500,Chemicals
LLOYDSME.NS,Nifty 500,Metals & Mining
LODHA.NS,Nifty 500,Realty
LUPIN.NS,Nifty 500,Healthcare
MMTC.NS,Nifty 500,Services
MRF.NS,Nifty 500,Automobile and Auto Components
MGL.NS,Nifty 500,Oil Gas & Consumable Fuels
M&MFIN.NS,Nifty 500,Financial Services
M&M.NS,Nifty 500,Automobile and Auto Components
MANAPPURAM.NS,Nifty 500,Financial Services
MRPL.NS,Nifty 500,Oil Gas & Consumable Fuels
MANKIND.NS,Nifty 500,Healthcare
MARICO.NS,Nifty 500,Fast Moving Consumer Goods
MARUTI.NS,Nifty 500,Automobile and Auto Components
MFSL.NS,Nifty 500,Financial Services
MAXHEALTH.NS,Nifty 500,Healthcare
MAZDOCK.NS,Nifty 500,Capital Goods
MEESHO.NS,Nifty 500,Consumer Services
MINDACORP.NS,Nifty 500,Automobile and Auto Components
MSUMI.NS,Nifty 500,Automobile and Auto Components
MOTILALOFS.NS,Nifty 500,Financial Services
MPHASIS.NS,Nifty 500,Information Technology
MCX.NS,Nifty 500,Financial Services
MUTHOOTFIN.NS,Nifty 500,Financial Services
NATCOPHARM.NS,Nifty 500,Healthcare
NBCC.NS,Nifty 500,Construction
NCC.NS,Nifty 500,Construction
NHPC.NS,Nifty 500,Power
NLCINDIA.NS,Nifty 500,Power
NMDC.NS,Nifty 500,Metals & Mining
NSLNISP.NS,Nifty 500,Metals & Mining
NTPCGREEN.NS,Nifty 500,Power
NTPC.NS,Nifty 500,Power
NH.NS,Nifty 500,Healthcare
NATIONALUM.NS,Nifty 500,Metals & Mining
NAVA.NS,Nifty 500,Power
NAVINFLUOR.NS,Nifty 500,Chemicals
NESTLEIND.NS,Nifty 500,Fast Moving Consumer Goods
NETWEB.NS,Nifty 500,Information Technology
NEULANDLAB.NS,Nifty 500,Healthcare
NEWGEN.NS,Nifty 500,Information Technology
NAM-INDIA.NS,Nifty 500,Financial Services
NIVABUPA.NS,Nifty 500,Financial Services
NUVAMA.NS,Nifty 500,Financial Services
NUVOCO.NS,Nifty 500,Construction Materials
OBEROIRLTY.NS,Nifty 500,Realty
ONGC.NS,Nifty 500,Oil Gas & Consumable Fuels
OIL.NS,Nifty 500,Oil Gas & Consumable Fuels
OLAELEC.NS,Nifty 500,Automobile and Auto Components
OLECTRA.NS,Nifty 500,Automobile and Auto Components
PAYTM.NS,Nifty 500,Financial Services
ONESOURCE.NS,Nifty 500,Healthcare
OFSS.NS,Nifty 500,Information Technology
POLICYBZR.NS,Nifty 500,Financial Services
PCBL.NS,Nifty 500,Chemicals
PGEL.NS,Nifty 500,Consumer Durables
PIIND.NS,Nifty 500,Chemicals
PNBHOUSING.NS,Nifty 500,Financial Services
PTCIL.NS,Nifty 500,Capital Goods
PVRINOX.NS,Nifty 500,Media Entertainment & Publication
PAGEIND.NS,Nifty 500,Textiles
PARADEEP.NS,Nifty 500,Chemicals
PATANJALI.NS,Nifty 500,Fast Moving Consumer Goods
PERSISTENT.NS,Nifty 500,Information Technology
PETRONET.NS,Nifty 500,Oil Gas & Consumable Fuels
PFIZER.NS,Nifty 500,Healthcare
PHOENIXLTD.NS,Nifty 500,Realty
PWL.NS,Nifty 500,Consumer Services
PIDILITIND.NS,Nifty 500,Chemicals
PINELABS.NS,Nifty 500,Financial Services
PIRAMALFIN.NS,Nifty 500,Financial Services
PPLPHARMA.NS,Nifty 500,Healthcare
POLYMED.NS,Nifty 500,Healthcare
POLYCAB.NS,Nifty 500,Capital Goods
POONAWALLA.NS,Nifty 500,Financial Services
PFC.NS,Nifty 500,Financial Services
POWERGRID.NS,Nifty 500,Power
PREMIERENE.NS,Nifty 500,Capital Goods
PRESTIGE.NS,Nifty 500,Realty
PFOCUS.NS,Nifty 500,Media Entertainment & Publication
PNB.NS,Nifty 500,Financial Services
RRKABEL.NS,Nifty 500,Capital Goods
RBLBANK.NS,Nifty 500,Financial Services
RECLTD.NS,Nifty 500,Financial Services
RHIM.NS,Nifty 500,Capital Goods
RITES.NS,Nifty 500,Construction
RADICO.NS,Nifty 500,Fast Moving Consumer Goods
RVNL.NS,Nifty 500,Construction
RAILTEL.NS,Nifty 500,Telecommunication
RAINBOW.NS,Nifty 500,Healthcare
RKFORGE.NS,Nifty 500,Automobile and Auto Components
REDINGTON.NS,Nifty 500,Services
RELIANCE.NS,Nifty 500,Oil Gas & Consumable Fuels
RPOWER.NS,Nifty 500,Power
SBFC.NS,Nifty 500,Financial Services
SBICARD.NS,Nifty 500,Financial Services
SBILIFE.NS,Nifty 500,Financial Services
SJVN.NS,Nifty 500,Power
SRF.NS,Nifty 500,Chemicals
SAGILITY.NS,Nifty 500,Information Technology
SAILIFE.NS,Nifty 500,Healthcare
SAMMAANCAP.NS,Nifty 500,Financial Services
MOTHERSON.NS,Nifty 500,Automobile and Auto Components
SAPPHIRE.NS,Nifty 500,Consumer Services
SARDAEN.NS,Nifty 500,Metals & Mining
SAREGAMA.NS,Nifty 500,Media Entertainment & Publication
SCHAEFFLER.NS,Nifty 500,Automobile and Auto Components
SCHNEIDER.NS,Nifty 500,Capital Goods
SCI.NS,Nifty 500,Services
SHREECEM.NS,Nifty 500,Construction Materials
SHRIRAMFIN.NS,Nifty 500,Financial Services
SHYAMMETL.NS,Nifty 500,Capital Goods
ENRIN.NS,Nifty 500,Capital Goods
SIEMENS.NS,Nifty 500,Capital Goods
SIGNATURE.NS,Nifty 500,Realty
SOBHA.NS,Nifty 500,Realty
SOLARINDS.NS,Nifty 500,Chemicals
SONACOMS.NS,Nifty 500,Automobile and Auto Components
SONATSOFTW.NS,Nifty 500,Information Technology
STARHEALTH.NS,Nifty 500,Financial Services
SBIN.NS,Nifty 500,Financial Services
SAIL.NS,Nifty 500,Metals & Mining
SUMICHEM.NS,Nifty 500,Chemicals
SUNPHARMA.NS,Nifty 500,Healthcare
SUNTV.NS,Nifty 500,Media Entertainment & Publication
SUNDARMFIN.NS,Nifty 500,Financial Services
SUPREMEIND.NS,Nifty 500,Capital Goods
SPLPETRO.NS,Nifty 500,Chemicals
SUZLON.NS,Nifty 500,Capital Goods
SWANCORP.NS,Nifty 500,Chemicals
SWIGGY.NS,Nifty 500,Consumer Services
SYNGENE.NS,Nifty 500,Healthcare
SYRMA.NS,Nifty 500,Capital Goods
TBOTEK.NS,Nifty 500,Consumer Services
TVSMOTOR.NS,Nifty 500,Automobile and Auto Components
TATACAP.NS,Nifty 500,Financial Services
TATACHEM.NS,Nifty 500,Chemicals
TATACOMM.NS,Nifty 500,Telecommunication
TCS.NS,Nifty 500,Information Technology
TATACONSUM.NS,Nifty 500,Fast Moving Consumer Goods
TATAELXSI.NS,Nifty 500,Information Technology
TATAINVEST.NS,Nifty 500,Financial Services
TMCV.NS,Nifty 500,Capital Goods
TMPV.NS,Nifty 500,Automobile and Auto Components
TATAPOWER.NS,Nifty 500,Power
TATASTEEL.NS,Nifty 500,Metals & Mining
TATATECH.NS,Nifty 500,Information Technology
TTML.NS,Nifty 500,Telecommunication
TECHM.NS,Nifty 500,Information Technology
TECHNOE.NS,Nifty 500,Construction
TEGA.NS,Nifty 500,Capital Goods
TEJASNET.NS,Nifty 500,Telecommunication
TENNIND.NS,Nifty 500,Automobile and Auto Components
NIACL.NS,Nifty 500,Financial Services
RAMCOCEM.NS,Nifty 500,Construction Materials
THERMAX.NS,Nifty 500,Capital Goods
TIMKEN.NS,Nifty 500,Capital Goods
TITAGARH.NS,Nifty 500,Capital Goods
TITAN.NS,Nifty 500,Consumer Durables
TORNTPHARM.NS,Nifty 500,Healthcare
TORNTPOWER.NS,Nifty 500,Power
TARIL.NS,Nifty 500,Capital Goods
TRAVELFOOD.NS,Nifty 500,Consumer Services
TRENT.NS,Nifty 500,Consumer Services
TRIDENT.NS,Nifty 500,Textiles
TRITURBINE.NS,Nifty 500,Capital Goods
TIINDIA.NS,Nifty 500,Automobile and Auto Components
UCOBANK.NS,Nifty 500,Financial Services
UNOMINDA.NS,Nifty 500,Automobile and Auto Components
UPL.NS,Nifty 500,Chemicals
UTIAMC.NS,Nifty 500,Financial Services
ULTRACEMCO.NS,Nifty 500,Construction Materials
UNIONBANK.NS,Nifty 500,Financial Services
UBL.NS,Nifty 500,Fast Moving Consumer Goods
UNITDSPR.NS,Nifty 500,Fast Moving Consumer Goods
URBANCO.NS,Nifty 500,Consumer Services
USHAMART.NS,Nifty 500,Capital Goods
VTL.NS,Nifty 500,Textiles
VBL.NS,Nifty 500,Fast Moving Consumer Goods
VEDL.NS,Nifty 500,Metals & Mining
VIJAYA.NS,Nifty 500,Healthcare
VMM.NS,Nifty 500,Consumer Services
IDEA.NS,Nifty 500,Telecommunication
VOLTAS.NS,Nifty 500,Consumer Durables
WAAREEENER.NS,Nifty 500,Capital Goods
WELCORP.NS,Nifty 500,Capital Goods
WELSPUNLIV.NS,Nifty 500,Textiles
WHIRLPOOL.NS,Nifty 500,Consumer Durables
WIPRO.NS,Nifty 500,Information Technology
WOCKPHARMA.NS,Nifty 500,Healthcare
YESBANK.NS,Nifty 500,Financial Services
ZFCVINDIA.NS,Nifty 500,Automobile and Auto Components
ZEEL.NS,Nifty 500,Media Entertainment & Publication
ZENTEC.NS,Nifty 500,Capital Goods
ZENSARTECH.NS,Nifty 500,Information Technology
ZYDUSLIFE.NS,Nifty 500,Healthcare
ZYDUSWELL.NS,Nifty 500,Fast Moving Consumer Goods
ECLERX.NS,Nifty 500,Services
ASKAUTOLTD.NS,Nifty Microcap 250,Automobile and Auto Components
AXISCADES.NS,Nifty Microcap 250,Capital Goods
AARTIDRUGS.NS,Nifty Microcap 250,Healthcare
AARTIPHARM.NS,Nifty Microcap 250,Healthcare
AVL.NS,Nifty Microcap 250,Consumer Services
ADVENZYMES.NS,Nifty Microcap 250,Healthcare
AEQUS.NS,Nifty Microcap 250,Capital Goods
AETHER.NS,Nifty Microcap 250,Chemicals
AHLUCONT.NS,Nifty Microcap 250,Construction
AKUMS.NS,Nifty Microcap 250,Healthcare
APLLTD.NS,Nifty Microcap 250,Healthcare
ALIVUS.NS,Nifty Microcap 250,Healthcare
ALKYLAMINE.NS,Nifty Microcap 250,Chemicals
ALOKINDS.NS,Nifty Microcap 250,Textiles
APOLLO.NS,Nifty Microcap 250,Capital Goods
ACI.NS,Nifty Microcap 250,Chemicals
ARVINDFASN.NS,Nifty Microcap 250,Consumer Services
ARVIND.NS,Nifty Microcap 250,Textiles
ASHAPURMIN.NS,Nifty Microcap 250,Metals & Mining
ASHOKA.NS,Nifty Microcap 250,Construction
ASTRAMICRO.NS,Nifty Microcap 250,Capital Goods
ATLANTAELE.NS,Nifty Microcap 250,Capital Goods
AURIONPRO.NS,Nifty Microcap 250,Information Technology
AVALON.NS,Nifty Microcap 250,Capital Goods
AVANTIFEED.NS,Nifty Microcap 250,Fast Moving Consumer Goods
CCAVENUE.NS,Nifty Microcap 250,Financial Services
AWFIS.NS,Nifty Microcap 250,Services
AZAD.NS,Nifty Microcap 250,Capital Goods
BAJAJELEC.NS,Nifty Microcap 250,Consumer Durables
BALAMINES.NS,Nifty Microcap 250,Chemicals
BALUFORGE.NS,Nifty Microcap 250,Capital Goods
BANCOINDIA.NS,Nifty Microcap 250,Automobile and Auto Components
BIRLACORPN.NS,Nifty Microcap 250,Construction Materials
BBOX.NS,Nifty Microcap 250,Information Technology
BLACKBUCK.NS,Nifty Microcap 250,Services
BLUESTONE.NS,Nifty Microcap 250,Consumer Durables
BORORENEW.NS,Nifty Microcap 250,Capital Goods
CMSINFO.NS,Nifty Microcap 250,Services
CORONA.NS,Nifty Microcap 250,Healthcare
CSBBANK.NS,Nifty Microcap 250,Financial Services
CAMPUS.NS,Nifty Microcap 250,Consumer Durables
CRAMC.NS,Nifty Microcap 250,Financial Services
CAPILLARY.NS,Nifty Microcap 250,Information Technology
CELLO.NS,Nifty Microcap 250,Consumer Durables
CENTURYPLY.NS,Nifty Microcap 250,Consumer Durables
CERA.NS,Nifty Microcap 250,Consumer Durables
CRIZAC.NS,Nifty Microcap 250,Consumer Services
CUPID.NS,Nifty Microcap 250,Fast Moving Consumer Goods
DCBBANK.NS,Nifty Microcap 250,Financial Services
DATAMATICS.NS,Nifty Microcap 250,Information Technology
DIACABS.NS,Nifty Microcap 250,Capital Goods
DBL.NS,Nifty Microcap 250,Construction
AGARWALEYE.NS,Nifty Microcap 250,Healthcare
DUMMYTRVN.NS,Nifty Microcap 250,Capital Goods
DYNAMATECH.NS,Nifty Microcap 250,Capital Goods
EPL.NS,Nifty Microcap 250,Capital Goods
EDELWEISS.NS,Nifty Microcap 250,Financial Services
EMIL.NS,Nifty Microcap 250,Consumer Services
ELECTCAST.NS,Nifty Microcap 250,Capital Goods
ELLEN.NS,Nifty Microcap 250,Chemicals
EMBDL.NS,Nifty Microcap 250,Realty
ENTERO.NS,Nifty Microcap 250,Consumer Services
EIEL.NS,Nifty Microcap 250,Utilities
EQUITASBNK.NS,Nifty Microcap 250,Financial Services
ETHOSLTD.NS,Nifty Microcap 250,Consumer Durables
EUREKAFORB.NS,Nifty Microcap 250,Consumer Durables
FEDFINA.NS,Nifty Microcap 250,Financial Services
